skill_score,cgpa_score,location_score,domain_score,cgpa_raw,num_skills,num_req_skills,min_cgpa_req,label
0.5678,0.8877,1.0,1.0,8.88,2,2,7.5,1
0.682,0.2028,1.0,0.3,4.06,4,3,5.5,1
0.7702,0.3604,0.0,0.6,7.21,7,4,7.5,0
0.3983,0.2793,0.0,0.6,5.59,7,5,7.5,0
0.3274,0.282,1.0,0.3,5.64,7,3,7.0,0
0.889,0.8291,0.0,0.6,8.29,7,4,6.0,1
0.5617,0.2849,0.0,0.3,5.7,4,5,6.5,0
0.2231,0.8414,0.0,1.0,8.41,2,4,7.0,0
0.354,0.2363,1.0,1.0,4.73,7,4,5.5,1
0.7504,0.2874,1.0,0.0,5.75,1,5,6.0,0
0.4119,0.2888,1.0,0.6,5.78,5,4,7.5,0
0.7335,0.6268,0.0,0.6,6.27,1,3,6.0,0
0.6335,0.6817,0.5,0.6,6.82,1,4,6.0,1
0.3496,0.2283,1.0,1.0,4.57,1,1,7.5,0
0.499,0.8024,0.0,0.3,8.02,7,3,5.5,0
0.3194,0.6498,1.0,0.0,6.5,2,4,6.0,1
0.4166,0.2321,1.0,1.0,4.64,5,2,6.0,0
0.2784,0.7725,1.0,0.6,7.72,4,1,6.0,0
0.3828,0.2153,0.5,0.3,4.31,6,5,6.0,0
0.6979,0.3365,0.0,1.0,6.73,2,2,7.5,0
0.6712,0.2726,1.0,1.0,5.45,4,1,7.5,1
0.5984,0.3403,1.0,1.0,6.81,4,3,7.5,1
0.7831,0.9507,1.0,0.6,9.51,3,3,7.5,1
0.6346,0.2827,1.0,1.0,5.65,3,5,7.5,1
0.7812,0.2487,1.0,0.3,4.97,1,5,6.5,1
0.7113,0.7376,1.0,1.0,7.38,5,4,6.0,1
0.4133,0.2354,0.0,1.0,4.71,5,4,6.0,0
0.8013,0.6389,0.0,0.6,6.39,7,4,6.0,0
0.6989,0.2857,0.0,0.0,5.71,1,2,6.5,0
0.8139,0.7138,1.0,1.0,7.14,3,1,6.5,1
0.72,0.2008,0.5,0.0,4.02,6,2,5.5,0
0.855,0.2052,1.0,1.0,4.1,4,4,6.5,1
0.604,0.6021,0.5,0.3,6.02,2,4,5.5,1
0.6879,0.706,1.0,0.0,7.06,7,3,5.5,1
0.8627,0.8755,0.5,0.0,8.75,1,4,7.5,1
0.776,0.995,1.0,0.0,9.95,1,5,5.5,1
0.3606,0.8565,0.5,1.0,8.57,7,3,7.0,1
0.4949,0.277,1.0,0.3,5.54,5,4,7.0,0
0.7646,0.2268,0.0,1.0,4.54,1,1,6.5,0
0.3399,0.9604,1.0,1.0,9.6,7,3,7.5,1
0.3679,0.8433,0.0,0.3,8.43,5,4,6.0,0
0.799,0.8589,0.5,0.3,8.59,3,2,5.5,1
0.6283,0.875,0.5,0.3,8.75,2,4,6.0,0
0.4799,0.215,1.0,1.0,4.3,1,1,7.5,1
0.8361,0.9088,0.0,1.0,9.09,1,2,6.5,1
0.5364,0.345,1.0,0.6,6.9,7,5,7.5,1
0.443,0.2592,0.0,0.6,5.18,5,3,7.5,0
0.83,0.6233,1.0,0.6,6.23,2,1,5.5,1
0.7911,0.2541,1.0,1.0,5.08,4,2,7.5,1
0.4313,0.8456,0.5,1.0,8.46,7,3,5.5,1
0.4004,0.2383,0.0,0.3,4.77,6,1,6.5,0
0.6731,0.2061,1.0,0.0,4.12,5,1,5.5,0
0.5209,0.2326,1.0,0.0,4.65,5,5,5.5,0
0.6511,0.6822,1.0,0.3,6.82,7,2,5.5,1
0.184,0.875,1.0,0.6,8.75,5,2,6.5,1
0.8733,0.8498,1.0,1.0,8.5,2,3,7.5,1
0.5299,0.3178,1.0,0.6,6.36,4,4,6.5,1
0.1625,0.5942,0.5,1.0,5.94,3,1,5.5,0
0.373,0.2999,0.5,1.0,6.0,6,3,7.5,0
0.5872,0.8374,1.0,0.6,8.37,2,3,6.5,1
0.6005,0.9618,0.0,1.0,9.62,7,2,7.0,1
0.1758,0.9853,1.0,0.3,9.85,5,1,6.0,0
0.5226,0.2035,1.0,0.3,4.07,7,3,6.0,0
0.2609,0.715,0.0,1.0,7.15,2,5,6.0,0
0.7111,0.8217,1.0,0.6,8.22,5,4,7.5,1
0.7094,0.9871,1.0,0.6,9.87,1,4,6.0,1
0.3099,0.2681,1.0,1.0,5.36,4,4,7.0,0
0.8694,0.9833,0.0,0.6,9.83,5,1,6.0,1
0.4548,0.7336,0.0,0.0,7.34,1,2,6.5,0
0.6487,0.2219,1.0,0.6,4.44,6,2,7.5,1
0.3371,0.2118,1.0,0.0,4.24,1,4,7.0,0
0.3291,0.9329,0.5,0.0,9.33,4,4,5.5,0
0.1294,0.3099,1.0,0.6,6.2,1,1,6.5,0
0.2267,0.6511,1.0,0.0,6.51,2,1,5.5,0
0.5457,0.8366,0.5,0.3,8.37,7,2,6.5,1
0.7584,0.2904,0.0,1.0,5.81,2,4,7.0,1
0.5954,0.2516,0.5,1.0,5.03,3,2,7.0,1
0.3844,0.9107,1.0,1.0,9.11,6,5,6.0,1
0.8873,0.2715,1.0,1.0,5.43,5,5,7.5,1
0.6539,0.9163,1.0,1.0,9.16,3,4,6.5,1
0.1171,0.3427,1.0,0.0,6.85,3,1,7.0,0
0.6431,0.7008,0.0,0.3,7.01,7,3,6.5,0
0.5351,0.9528,0.5,0.3,9.53,2,4,6.0,1
0.3532,0.3081,0.5,1.0,6.16,2,2,7.0,0
0.3417,0.7134,0.5,1.0,7.13,5,4,6.5,1
0.228,0.8836,0.0,1.0,8.84,6,2,6.5,0
0.5872,0.2844,1.0,0.6,5.69,1,5,7.5,1
0.8008,0.5519,1.0,0.0,5.52,6,2,5.5,1
0.905,0.6123,1.0,0.3,6.12,3,4,6.0,1
0.7228,0.2426,0.5,0.6,4.85,4,1,6.0,1
0.028,0.2321,0.0,1.0,4.64,4,1,5.5,0
0.7059,0.9746,1.0,0.3,9.75,1,2,5.5,1
0.0768,0.6789,0.0,0.6,6.79,3,3,6.5,0
0.5046,0.9173,1.0,0.0,9.17,7,3,7.5,1
0.1374,0.3412,1.0,0.6,6.82,4,2,7.0,0
0.7608,0.2459,1.0,0.0,4.92,6,3,7.0,1
0.5778,0.8954,0.0,0.6,8.95,4,2,6.0,1
0.1243,0.2879,1.0,0.0,5.76,4,3,7.5,0
0.4302,0.9447,0.5,0.3,9.45,7,2,6.5,1
0.2298,0.8062,0.0,0.6,8.06,7,1,5.5,0
0.5587,0.2435,0.5,0.6,4.87,5,1,5.5,0
0.1097,0.2537,1.0,1.0,5.07,2,2,6.5,0
0.3865,0.3496,1.0,0.3,6.99,1,3,7.0,0
0.6655,0.8887,0.0,0.0,8.89,2,2,7.5,0
0.7689,0.7541,0.0,0.0,7.54,6,1,6.5,0
0.4337,0.7837,0.5,0.6,7.84,2,1,5.5,1
0.5214,0.8236,0.5,0.6,8.24,6,4,6.5,1
0.7768,0.2992,1.0,1.0,5.98,2,1,6.5,1
0.4845,0.7953,0.0,0.0,7.95,7,1,7.5,0
0.1242,0.7059,0.0,0.6,7.06,6,2,6.5,0
0.7224,0.3632,0.5,0.6,7.26,6,2,7.5,0
0.5775,0.9137,0.5,1.0,9.14,7,1,7.0,1
0.3596,0.2675,0.5,0.3,5.35,3,5,7.0,0
0.196,0.3422,1.0,0.3,6.84,2,2,7.5,0
0.5758,0.2919,0.0,0.3,5.84,7,3,7.5,0
0.5195,0.2872,0.5,1.0,5.74,7,2,7.0,0
0.2072,0.2913,1.0,1.0,5.83,4,4,6.0,0
0.7459,0.2769,1.0,0.6,5.54,4,2,6.0,1
0.6245,0.9368,0.0,0.6,9.37,5,4,7.0,0
0.173,0.3537,1.0,0.3,7.07,3,1,7.5,0
0.9048,0.2221,1.0,0.6,4.44,7,4,6.5,1
0.343,0.839,0.5,0.0,8.39,6,2,5.5,0
0.5515,0.2579,0.0,1.0,5.16,5,4,7.5,0
0.563,0.8997,0.0,0.6,9.0,3,1,6.0,0
0.6316,0.7471,0.0,0.6,7.47,6,2,6.0,1
0.6109,0.2531,0.0,0.6,5.06,7,1,7.0,0
